Customer_ID,Surname,CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary
15771573,Okagbue,637,Germany,Female,39,9,"€ 117,622.80"
15766205,Yin,550,Germany,Male,38,2,"€ 90,878.13"
15771873,Buccho,776,Germany,Female,37,2,"€ 194,099.12"
15616550,Chidiebele,698,Germany,Male,44,10,"€ 198,059.16"
15768193,Trevisani,585,Germany,Male,36,5,"€ 86,424.57"
15683553,O'Brien,788,FRA,Female,33,5,"€ 116,978.19"
15702298,Parkhill,655,Germany,Male,41,8,"€ 164,040.94"
15569590,Yoo,601,Germany,Male,42,1,"€ 40,014.76"
15760861,Phillipps,619,French,Male,43,1,"€ 113,410.49"
15630053,Tsao,656,France,Male,45,5,"€ 87,107.57"
15647091,Endrizzi,725,Germany,Male,19,0,"€ 45,613.75"
15623944,T'ien,511,Spain,Female,66,4,"€ 1,643.11"
15804771,Velazquez,614,FRA,Male,51,4,"€ 46,775.28"
15651280,Hunter,742,Germany,Male,35,5,"€ 84,509.57"
15773469,Clark,687,Germany,Female,27,9,"€ 126,494.82"
15702014,Jeffrey,555,Spain,Male,33,1,"€ 178,798.13"
15751208,Pirozzi,684,Spain,Male,56,8,"€ 99,398.36"
15592461,Jackson,603,Germany,Male,26,4,"€ 92,840.67"
15789484,Hammond,751,Germany,Female,36,6,"€ 27,758.36"
15696061,Brownless,581,Germany,Female,34,1,"€ 110,431.51"
15641582,Chibugo,735,Germany,Male,43,10,"€ 196,673.28"
15638424,Glauert,661,Germany,Female,35,5,"€ 113,656.85"
15755648,Pisano,675,FRA,Female,21,8,"€ 18,203.00"
15703793,Konovalova,738,Germany,Male,58,2,"€ 28,373.86"
15620344,McKee,813,France,Male,29,6,"€ 33,953.87"
15812518,Palermo,657,Spain,Female,37,0,"€ 44,203.55"
15779052,Ballard,604,Germany,Female,25,5,"€ 58,426.81"
15770811,Wallace,519,FRA,Male,36,9,"€ 145,562.40"
15780961,Cavenagh,735,France,Female,21,1,"€ 22,388.00"
15614049,Hu,664,FRA,Male,55,8,"€ 139,161.64"
15662085,Read,678,FRA,Female,32,9,"€ 148,210.64"
15575185,Bushell,757,Spain,Male,33,5,"€ 194,239.63"
15803136,Postle,416,Germany,Female,41,10,"€ 98,301.61"
15706021,Buley,665,France,Female,34,1,"€ 171,413.66"
15663706,Leonard,777,France,Female,32,2,"€ 136,458.19"
15641732,Mills,543,France,Female,36,3,"€ 26,019.59"
15701164,Onyeorulu,506,FRA,Female,34,4,"€ 159,235.29"
15738751,Beit,493,France,Female,46,4,"€ 1,907.66"
15805254,Ndukaku,652,Spain,Female,75,10,"€ 114,675.75"
15762418,Gant,750,Spain,Male,22,3,"€ 128,643.35"
15625759,Rowley,729,France,Male,30,9,"€ 151,869.35"
15622897,Sharpe,646,French,Female,46,4,"€ 93,251.42"
15767954,Osborne,635,Germany,Female,28,3,"€ 156,791.36"
15757535,Heap,647,Spain,Female,44,5,"€ 174,205.22"
15731511,Ritchie,808,France,Male,45,7,"€ 147,132.46"
15809248,Cole,524,FRA,Female,36,10,"€ 109,614.57"
15640635,Capon,769,FRA,Male,29,8,"€ 172,290.61"
15676966,Capon,730,Spain,Male,42,4,"€ 85,982.47"
15699461,Fiorentini,515,Spain,Male,35,10,"€ 121,277.78"
15738721,Graham,773,Spain,Male,41,9,"€ 64,595.25"
15693683,Yuille,814,Germany,Male,29,8,"€ 197,276.13"
15604348,Allard,710,Spain,Male,22,8,"€ 99,645.04"
15633059,Fanucci,413,France,Male,34,9,"€ 6,534.18"
15808582,Fu,665,FRA,Female,40,6,"€ 161,848.03"
15743192,Hung,623,French,Female,44,6,"€ 167,162.43"
15580146,Hung,738,France,Male,31,9,"€ 41,970.72"
15776605,Bradley,528,Spain,Male,36,7,"€ 60,536.56"
15804919,Dunbabin,670,Spain,Female,65,1,"€ 177,655.68"
15613854,Mauldon,622,Spain,Female,46,4,"€ 30,984.59"
15599195,Stiger,582,Germany,Male,32,1,"€ 10,054.53"
15812878,Parsons,785,Germany,Female,36,2,"€ 36,976.52"
15602312,Walkom,605,Spain,Male,33,5,"€ 71,862.79"
15744689,T'ang,479,Germany,Male,35,9,"€ 99,449.86"
15803526,Eremenko,685,Germany,Male,30,3,"€ 63,082.88"
15665790,Rowntree,538,Germany,Male,39,7,"€ 27,231.26"
15715951,Thorpe,562,France,Male,42,2,"€ 86,797.41"
15591100,Chiemela,675,Spain,Male,36,9,"€ 22,994.32"
15609618,Fanucci,721,Germany,Male,28,9,"€ 101,300.94"
15675522,Ko,628,Germany,Female,30,9,"€ 74,169.13"
15705512,Welch,668,Germany,Female,37,6,"€ 115,638.29"
15698028,Duncan,506,France,Female,41,1,"€ 31,766.30"
15661670,Chidozie,524,Germany,Female,31,8,"€ 199,725.39"
15600781,Wu,699,Germany,Male,34,4,"€ 120,834.48"
15682472,Culbreth,828,French,Male,34,8,"€ 38,131.77"
15580203,,674,Spain,Male,,6,"-€ 999,999"
15690673,Cameron,656,French,Female,39,6,"€ 141,069.88"
15760085,Calabresi,684,Germany,Female,48,10,"€ 198,129.36"
15779659,Zetticci,625,FRA,Female,28,3,"€ 183,646.41"
15627360,Fuller,432,France,Male,42,9,"€ 110,265.24"
15671137,MacDonald,549,France,Female,52,1,"€ 8,636.05"
15782688,Piccio,625,Germany,Male,56,0,"€ 46,824.08"
15575492,Kennedy,828,FRA,Female,41,7,"€ 171,378.77"
15591607,Fernie,770,FRA,Male,24,9,"€ 167,256.35"
15740404,He,758,FRA,Female,34,3,"€ 124,226.16"
15718369,Kaodilinakachukwu,795,Germany,Female,33,9,"€ 114,935.21"
15677871,Cocci,687,France,Male,38,9,"€ 35,608.88"
15642004,Alekseeva,686,French,Male,25,1,"€ 16,459.37"
15712543,Chinweike,789,Germany,Male,39,7,"€ 124,411.08"
15584518,Arthur,589,Germany,Female,50,5,"€ 34,941.23"
15802381,Li,461,Germany,Female,34,5,"€ 167,784.28"
15610156,Ma,637,FRA,Male,40,2,"€ 93,165.34"
15594408,Chia,584,Spain,Female,48,2,"€ 75,161.25"
15640905,Vasin,579,Spain,Female,35,1,"€ 8,590.83"
15698932,Groves,756,Germany,Male,44,10,"€ 189,543.90"
15724944,Tien,663,France,Male,34,7,"€ 180,427.24"
15628145,Forwood,682,FRA,Female,43,5,"€ 193,318.33"
15713483,Greeves,793,Spain,Male,52,2,"€ 159,123.82"
15612350,Taylor,691,FRA,Female,31,5,"€ 126,213.84"
15800703,Madukwe,485,Spain,Female,21,5,"€ 54,141.50"
15705707,Bennelong,635,Spain,Female,29,8,"€ 141,075.51"
15754105,Olisanugo,650,French,Male,37,5,"€ 24,495.03"
15703264,Chukwufumnanya,735,France,Male,44,9,"€ 74,836.34"
15794413,Harris,416,France,Male,32,0,€ 878.87
15650237,Morgan,754,Spain,Female,32,7,"€ 89,520.75"
15759618,Alexeeva,535,French,Female,48,9,"€ 149,892.79"
15811589,Metcalfe,716,Spain,Male,42,8,"€ 180,800.42"
15689044,Humphries,539,France,Male,37,2,"€ 98,646.22"
15709368,Milne,614,French,Female,43,6,"€ 109,041.53"
15679145,Chou,706,Spain,Male,57,7,"€ 17,941.16"
15655007,Li,758,French,Female,33,7,"€ 82,996.47"
15623595,Clayton,586,Spain,Female,28,2,"€ 92,067.35"
15589975,Maclean,646,French,Female,73,6,"€ 104,719.66"
15804017,Chigolum,631,Germany,Female,33,4,"€ 112,687.57"
15692132,Wilkinson,717,Spain,Female,22,6,"€ 84,699.56"
15641122,Wei,684,French,Male,30,2,"€ 83,473.82"
15630910,Treacy,800,FRA,Female,49,7,"€ 47,125.11"
15680772,Hu,721,Spain,Female,36,2,"€ 106,977.80"
15658929,Taverner,683,Spain,Male,29,0,"€ 55,582.54"
15585388,Sherman,660,Germany,Male,31,9,"€ 139,874.43"
15724623,Taubman,704,Germany,Female,24,7,"€ 162,503.48"
15588537,Robinson,615,Spain,Female,41,9,"€ 196,499.96"
15574692,Pinto,667,Spain,Female,39,2,"€ 40,721.24"
15611325,Wood,682,Germany,Male,24,9,"€ 53,134.30"
15587562,Hawkins,484,French,Female,29,4,"€ 164,017.89"
15613172,Sun,628,Germany,Male,27,5,"€ 155,996.96"
15651022,Yost,480,Germany,Male,44,10,"€ 5,472.70"
15586310,Ting,578,French,Male,30,4,"€ 112,187.11"
15625524,Rowe,512,France,Male,40,5,"€ 146,457.83"
15755209,Fu,484,Spain,Female,35,7,"€ 27,286.10"
15645248,Ho,510,French,Female,30,0,"€ 130,553.47"
15790355,Okechukwu,606,Germany,Male,36,5,"€ 179,351.89"
15762615,Campbell,597,Spain,Female,40,8,"€ 94,774.12"
15625426,Ashbolt,754,Germany,Female,55,3,"€ 8,080.85"
15716334,Rozier,850,Spain,Female,45,2,"€ 19,482.50"
15789669,Hsia,510,FRA,Male,65,2,"€ 48,071.61"
15621075,Ogbonnaya,778,Germany,Female,45,1,"€ 174,531.27"
15810845,T'ang,636,FRA,Male,42,2,"€ 55,470.78"
15719377,Cocci,804,French,Female,50,4,"€ 8,546.87"
15654506,Chang,514,France,Male,32,8,"€ 95,857.18"
15771977,T'ao,730,FRA,Female,39,1,"€ 194,945.80"
15708710,Ford,525,Spain,Female,37,0,"€ 131,521.72"
15726676,Marshall,616,Spain,Male,30,5,"€ 196,108.51"
15587421,Tsai,687,Germany,Female,34,7,"€ 148,564.76"
15726931,Onwumelu,715,FRA,Female,41,8,"€ 92,982.61"
15771086,Graham,512,French,Female,36,3,"€ 17,675.36"
15756850,Golovanov,479,French,Male,40,1,"€ 114,996.43"
15702741,Potts,601,French,Male,32,8,"€ 86,957.42"
15679200,Crawford,580,Spain,Male,29,9,"€ 128,077.80"
15594815,Aleshire,807,France,Male,35,3,€ 600.36
15635905,Moran,616,Spain,Female,32,6,"€ 43,001.46"
15777892,Samsonova,721,Germany,Male,37,3,"€ 158,591.12"
15656176,Jenkins,501,France,Male,57,10,"€ 47,847.19"
15811127,Volkov,521,FRA,Male,35,6,"€ 10,488.44"
15604482,Chiemezie,850,Spain,Male,30,2,"€ 5,978.20"
15622911,Jude,759,FRA,Male,42,4,"€ 121,409.06"
15600974,He,516,Spain,Male,50,5,"€ 146,145.93"
15727868,Onuora,711,France,Female,38,2,"€ 14,374.86"
15627801,Ginikanwa,512,Spain,Male,33,3,"€ 94,670.77"
15773039,Ku,550,France,Male,37,3,"€ 179,670.31"
15755262,McDonald,608,Spain,Female,41,3,"€ 199,304.74"
15679531,Collins,618,France,Male,34,5,"€ 151,954.39"
15684181,Hackett,643,French,Male,45,5,"€ 142,513.50"
15612087,Dike,671,France,Male,45,2,"€ 158,264.62"
15752047,Trevisano,689,Germany,Male,33,2,"€ 169,381.90"
15624592,Tan,603,French,Male,31,8,"€ 169,915.02"
15573152,Glassman,620,French,Female,41,9,"€ 88,852.47"
15594917,Miller,676,French,Female,34,1,"€ 40,645.81"
15785542,Kornilova,572,Germany,Male,26,4,"€ 60,427.30"
15723488,Watson,668,Germany,Male,47,7,"€ 157,959.02"
15680920,Marchesi,695,French,Male,46,7,"€ 133,007.34"
15786308,Millar,730,Spain,Female,33,9,"€ 176,576.62"
15659366,Shih,807,FRA,Male,43,1,"€ 34,888.04"
15774854,Fuller,592,FRA,Male,54,8,"€ 28,737.71"
15725311,Hay,726,France,Female,31,9,"€ 98,178.57"
15787155,Yang,514,Spain,Male,30,7,"€ 125,010.24"
15727829,McIntyre,567,FRA,Male,42,2,"€ 167,984.61"
15733247,Stevenson,850,France,Male,33,10,"€ 4,861.72"
15568748,Poole,671,Germany,Male,45,6,"€ 108,872.45"
15699029,Bagley,670,FRA,Male,37,4,"€ 198,252.88"
15774393,Ch'ien,694,French,Female,30,9,"€ 26,960.31"
15676895,Cattaneo,547,Germany,Female,39,6,"€ 85,746.52"
15637753,O'Sullivan,751,Germany,Male,50,2,"€ 77,206.25"
15605461,Lucas,594,Germany,Female,29,3,"€ 61,048.53"
15808473,Ringrose,673,France,Male,72,1,"€ 111,981.19"
15627000,Freeman,610,FRA,Male,40,0,"€ 62,232.60"
15787174,Sergeyev,512,French,Female,37,1,"€ 156,105.03"
15723886,Fiore,767,Germany,Male,20,3,"€ 150,135.38"
15704769,Smith,585,French,Female,67,5,"€ 93,146.11"
15772896,Dumetochukwu,763,Germany,Male,42,6,"€ 33,462.94"
15711540,Pacheco,712,France,Female,29,2,"€ 144,375.00"
15764866,Synnot,539,Germany,Female,43,3,"€ 55,803.96"
15794056,Johnston,668,France,Female,46,2,"€ 89,048.46"
15795149,Stevens,703,FRA,Male,28,2,"€ 162,812.16"
15812009,Grant,662,Spain,Male,38,4,"€ 136,259.65"
15651001,Tsao,725,Germany,Female,39,5,"€ 124,052.97"
15813844,Barnes,703,FRA,Male,37,8,"€ 74,158.80"
15596175,McIntosh,659,Germany,Male,67,6,"€ 45,071.09"
15576269,Madison,523,Spain,Male,34,7,"€ 62,030.06"
15797219,Ifesinachi,635,France,Female,40,10,"€ 131,953.23"
15685500,Glazkov,772,Germany,Male,26,7,"€ 79,414.00"
15599792,Dimauro,545,FRA,Female,26,1,"€ 199,638.56"
15657566,Wieck,634,Germany,Male,24,8,"€ 157,577.29"
15772423,Liao,739,Germany,Male,54,8,"€ 134,420.75"
15628112,Hughes,771,Germany,Female,36,5,"€ 99,805.99"
15753754,Morrison,587,Spain,Female,34,1,"€ 97,932.68"
15793726,Matveyeva,681,France,Female,79,0,"€ 170,968.99"
15694717,Ku,544,Germany,Male,37,2,"€ 57,558.95"
15665834,Cheatham,696,Spain,Male,28,8,"€ 176,713.47"
15765297,Yao,766,Spain,Male,41,0,"€ 34,283.23"
15636684,Kirkland,727,FRA,Male,34,10,"€ 198,637.34"
15592979,Rose,671,Germany,Female,34,6,"€ 156,917.12"
15750803,Jess,693,FRA,Female,30,6,"€ 50,457.20"
15607178,Welch,850,Germany,Male,38,3,"€ 140,075.55"
15713853,Ifeajuna,732,Germany,Male,42,9,"€ 65,323.11"
15673481,Morton,726,Spain,Female,48,6,"€ 64,323.24"
15686776,Rossi,557,FRA,Female,32,6,"€ 14,956.44"
15673693,Reppert,682,France,Female,26,0,"€ 111,879.21"
15700696,Kang,738,Spain,Male,31,9,"€ 18,606.23"
15813163,Ch'iu,531,Spain,Female,36,9,"€ 123,137.01"
15653857,Wallis,498,French,Male,34,2,"€ 148,528.24"
15777076,Clark,651,France,Male,36,7,"€ 13,898.31"
15717398,Fielding,549,Spain,Female,39,7,"€ 81,259.25"
15799217,Zetticci,791,Germany,Female,35,7,"€ 161,051.75"
15787071,Dulhunty,650,Spain,Male,41,9,"€ 191,599.67"
15619955,Bevington,733,Germany,Male,34,3,"€ 48,559.19"
15796505,Boyle,811,Germany,Female,34,1,"€ 186,339.74"
15725166,Newton,707,French,Male,30,8,"€ 33,159.37"
15800116,Bowman,712,Germany,Male,28,4,"€ 93,883.53"
15758685,Dubinina,706,Spain,Female,37,7,"€ 110,899.30"
15694456,Toscani,756,French,Male,62,3,"€ 11,199.04"
15767339,Chiazagomekpere,777,French,Female,53,10,"€ 189,992.97"
15683562,Allen,646,French,Male,35,6,"€ 164,255.69"
15782210,K'ung,714,French,Male,46,1,"€ 152,167.79"
15668893,Wilsmore,782,France,Male,39,8,"€ 33,949.67"
15669169,Hargreaves,775,Spain,Male,29,10,"€ 68,143.93"
15643024,Huang,479,Germany,Male,35,4,"€ 47,251.79"
15699389,Ch'ien,807,French,Male,42,7,"€ 25,885.72"
15708608,Wallwork,799,FRA,Female,22,8,"€ 192,633.85"
15626144,Chu,675,French,Male,40,7,"€ 34,577.36"
15573112,Kang,602,Spain,Male,29,5,"€ 161,229.84"
15790678,Davidson,475,FRA,Female,32,8,"€ 100,816.29"
15727556,O'Donnell,744,Spain,Female,26,5,"€ 181,694.44"
15697307,Nnachetam,588,Spain,Male,34,10,"€ 79,078.91"
15652266,Chidiebele,703,Germany,Male,42,9,"€ 137,316.32"
15607098,Ahmed,747,Spain,Female,41,5,"€ 194,926.86"
15655774,Booth,583,French,Male,27,7,"€ 51,285.49"
15590241,Chuang,750,Spain,Female,34,9,"€ 150,401.53"
15785819,Shao,681,FRA,Male,38,3,"€ 112,491.96"
15723654,Tsao,773,French,Male,25,2,"€ 73,656.38"
15774510,Tien,714,FRA,Female,31,4,"€ 106,636.89"
15684173,Chang,687,Spain,Female,44,7,"€ 155,853.52"
15650068,Johnson,511,French,Male,58,0,"€ 162,599.51"
15811490,French,627,France,Male,33,5,"€ 103,737.82"
15803976,Efremov,694,FRA,Female,31,10,"€ 160,990.27"
15682541,Hartley,616,Spain,Female,36,6,"€ 15,462.84"
15695699,Calabrese,687,FRA,Male,35,8,"€ 10,334.05"
15624188,Chiu,712,FRA,Female,33,6,"€ 190,686.16"
15812191,Brennan,553,French,Male,33,4,"€ 94,440.45"
15636673,Onwuatuegwu,667,France,Male,31,1,"€ 28,257.63"
15594898,Hewitt,731,French,Male,43,2,"€ 170,034.95"
15660211,Shih,629,Germany,Male,35,7,"€ 31,824.29"
15773972,Balashov,614,FRA,Male,50,4,"€ 127,166.49"
15746726,Doyle,438,Germany,Male,31,8,"€ 44,937.01"
15712287,Pokrovskii,652,FRA,Female,80,4,"€ 188,603.07"
15702919,Collins,729,Germany,Male,30,6,"€ 145,111.37"
15674398,Russo,642,French,Male,38,3,"€ 171,463.83"
15797960,Skinner,806,Germany,Female,59,0,"€ 182,822.50"
15631868,Robertson,744,Spain,Male,36,2,"€ 87,213.33"
15581539,Atkinson,474,Spain,Male,37,3,"€ 57,175.32"
15662736,Doyle,559,FRA,Male,49,2,"€ 120,540.83"
15666252,Ritchie,706,Spain,Male,42,9,"€ 28,714.34"
15677512,McEncroe,628,Spain,Female,22,3,"€ 85,426.28"
15626114,Pearson,429,France,Male,24,4,"€ 46,170.75"
15810834,Gordon,525,Spain,Female,57,2,"€ 64,448.36"
15678910,Ts'ai,680,FRA,Female,30,8,"€ 16,278.97"
15694408,Lung,749,France,Male,40,1,"€ 182,855.42"
15585215,Yuan,763,France,Female,31,4,"€ 50,404.72"
15682757,Pardey,734,FRA,Male,30,3,"€ 107,640.25"
15736601,Tai,716,FRA,Male,35,4,"€ 134,132.65"
15601848,Scott,594,FRA,Male,35,2,"€ 103,480.69"
15736008,Hunter,644,French,Female,46,9,"€ 108,761.05"
15669064,Mazzanti,671,Germany,Male,35,1,"€ 179,012.30"
15624528,L?,664,Germany,Male,26,7,"€ 95,145.14"
15598493,Beach,656,FRA,Male,50,7,"€ 72,143.44"
15601274,Hsieh,667,Spain,Female,40,1,"€ 19,162.89"
15702669,Faulkner,663,Germany,Male,44,2,"€ 144,680.18"
15728669,Knowles,584,Germany,Female,30,8,"€ 177,772.03"
15742668,Day,626,Spain,Female,37,6,"€ 5,597.94"
15697441,Hsueh,485,French,Male,29,7,"€ 116,828.51"
15740476,Tsao,659,Germany,Female,32,3,"€ 174,652.51"
15648064,Kennedy,649,FRA,Male,33,2,"€ 2,010.98"
15636624,Nwabugwu,805,Spain,Female,39,5,"€ 14,109.85"
15807923,Young,716,Germany,Female,39,10,"€ 43,527.40"
15745844,Kerr,642,Germany,Female,40,6,"€ 86,099.23"
15786170,Tien,659,FRA,Male,31,4,"€ 161,574.19"
15681081,Marrero,545,Spain,Female,47,5,"€ 38,970.14"
15684484,White,543,French,Male,22,8,"€ 127,587.22"
15785869,Pisano,718,FRA,Female,25,7,"€ 30,380.12"
15763859,Brown,840,French,Female,43,7,"€ 90,908.95"
15658935,Freeman,630,Germany,Female,34,9,"€ 138,275.01"
15747358,Russell,643,Germany,Male,59,3,"€ 32,171.79"
15735203,Seleznyov,654,Germany,Female,32,1,"€ 126,143.23"
15576256,Yusupova,582,French,Male,39,5,"€ 129,892.93"
15659420,Foley,659,Spain,Male,32,3,"€ 102,416.84"
15593365,Shih,762,Spain,Male,39,2,"€ 18,719.67"
15777352,Ikedinachukwu,568,Spain,Female,32,7,"€ 61,936.22"
15812007,Power,670,Spain,Male,25,6,"€ 78,358.94"
15625461,Amos,613,French,Female,45,1,"€ 147,224.27"
15739438,Reed,539,FRA,Male,30,0,"€ 160,979.66"
15611759,Simmons,850,Spain,Female,57,8,"€ 132,298.49"
15661629,Ricci,522,Spain,Male,34,9,"€ 174,248.52"
15633950,Yen,737,FRA,Male,41,1,"€ 123,547.28"
15592386,Campbell,520,France,Male,58,3,"€ 32,790.02"
15803716,West,706,Spain,Male,28,3,"€ 181,543.67"
15696674,Robinson,643,Germany,Female,45,2,"€ 2,319.96"
15706365,Bianchi,648,French,Female,50,9,"€ 189,543.19"
15745088,Chen,443,Germany,Female,29,9,"€ 10,940.40"
15676715,Madukaego,640,FRA,Male,68,9,"€ 199,493.38"
15613085,Ibrahimova,628,Spain,Female,33,3,"€ 188,193.25"
15633537,Nolan,540,Germany,Female,42,9,"€ 172,572.64"
15594720,Scott,460,Germany,Female,35,8,"€ 189,339.60"
15684042,Blair,636,Germany,Male,34,2,"€ 53,512.16"
15583303,Monaldo,593,FRA,Female,29,2,"€ 34,004.44"
15611579,Sutherland,801,Spain,Male,42,4,"€ 10,598.29"
15774696,Cole,640,Germany,Female,75,1,"€ 113,428.77"
15694506,Briggs,611,Germany,Male,31,0,"€ 183,487.98"
15688074,Gregory,802,Germany,Male,31,1,"€ 187,658.09"
15759537,Bianchi,717,Germany,Male,35,7,"€ 172,459.39"
15758449,Angelo,769,FRA,Female,39,8,"€ 21,016.00"
15583456,Gardiner,745,Germany,Male,45,10,"€ 122,381.02"
15667871,Kerr,572,Spain,Male,35,4,"€ 128,123.66"
15677371,Ko,629,Spain,Female,30,2,"€ 19,570.63"
15629677,Distefano,687,Spain,Female,39,2,"€ 188,150.60"
15713578,Farrell,483,France,Female,50,9,"€ 111,020.24"
15591509,Milano,690,FRA,Male,36,7,"€ 123,775.15"
15568240,Ting,492,Germany,Female,30,10,"€ 146,700.22"
15622993,Boyd,709,Germany,Male,28,8,"€ 145,251.35"
15689294,Onyemaechi,705,Germany,Male,44,3,"€ 82,463.69"
15720910,Black,560,FRA,Female,66,9,"€ 15,928.49"
15721181,Oliver,611,Spain,Male,46,6,"€ 45,886.33"
15776433,Greco,730,Spain,Male,62,2,"€ 186,489.95"
15748936,Whitehead,709,Spain,Female,45,2,"€ 162,922.65"
15717225,Ikemefuna,544,France,Female,21,10,"€ 9,262.77"
15685226,Morrison,712,Germany,Female,29,7,"€ 84,932.40"
15785611,Onyeoruru,752,Germany,Male,38,3,"€ 71,557.12"
15573456,Cunningham,648,Spain,Male,46,9,"€ 77,405.95"
15684548,Demidov,556,Spain,Male,38,8,€ 417.41
15620505,Celis,594,Spain,Female,24,0,"€ 71,405.17"
15807432,Cheng,645,Germany,Female,37,2,"€ 153,400.24"
15584766,Knight,557,France,Male,33,3,€ 371.05
15612187,Morin,547,Germany,Male,32,8,"€ 67,789.99"
15762218,Mills,701,FRA,Female,39,9,"€ 145,894.90"
15646372,Outhwaite,616,France,Female,66,1,"€ 183,840.51"
15690452,Tung,605,French,Male,52,1,"€ 108,887.44"
15747795,Pai,593,Germany,Female,38,4,"€ 154,071.27"
15781589,Carpenter,751,Spain,Male,52,8,"€ 179,291.85"
15732674,Fennell,443,Spain,Male,36,6,"€ 56,937.43"
15642291,Fontaine,685,France,Male,23,8,"€ 112,239.03"
15692761,Pratt,718,French,Male,36,9,"€ 45,909.87"
15578045,Mitchell,538,Spain,Female,49,9,"€ 173,779.25"
15745354,Franklin,611,Spain,Female,37,4,"€ 125,696.26"
15701376,K'ung,668,Germany,Male,37,10,"€ 159,585.61"
15691625,Ko,537,Germany,Female,41,3,"€ 106,761.47"
15566594,McKenzie,709,Spain,Male,23,10,"€ 129,590.18"
15760431,Pino,850,French,Male,38,1,"€ 80,006.65"
15686302,Fisk,745,Spain,Female,31,3,"€ 140,451.52"
15801559,Chiang,693,Germany,Female,41,9,"€ 187,929.43"
15810432,Moseley,795,Spain,Male,35,8,"€ 167,155.36"
15809616,Hsiung,626,Spain,Male,26,8,"€ 191,420.71"
15720559,Heath,487,Germany,Female,61,5,"€ 11,384.45"
15695632,Dellucci,556,France,Female,39,9,"€ 94,898.10"
15659843,Li,643,FRA,Female,46,6,"€ 106,781.59"
15615624,De Salis,605,FRA,Female,28,6,"€ 159,508.52"
15810418,T'ang,756,Germany,Female,60,3,"€ 93,524.19"
15716186,Richardson,586,FRA,Female,38,2,"€ 87,168.46"
15674551,Fitch,535,Germany,Male,40,7,"€ 8,128.32"
15622834,Stevenson,678,France,Female,35,4,"€ 125,518.32"
15566111,Estes,596,FRA,Male,39,9,"€ 48,963.59"
15784597,Lattimore,648,France,Male,26,9,"€ 98,368.24"
15652883,Chung,492,Germany,Male,39,10,"€ 148,584.61"
